Source_wallet,Dest_wallet,timestamp,amount,token_type
0xc377a3e3d3a84f61a0c4b1ac11a0a8c6,0x4c36c56ffe9f45f280877d2c883f011d,2024-01-02T01:52:57.095878,11.989806,BTC
0x2382d214a7d44775a209e7b9f25cda06,0x367e816f1c7f4c30a8ff83fc2d6ee12c,2024-01-02T03:21:32.191748,48.690677,BTC
0xee6619c73b4a4e908bd37bad75f3852c,0x155eb5c53983439aabdbaeb1a6654fd8,2024-01-02T04:07:12.094208,5.219152,DAI
0x75d9b4d99d7b45288e818af3dc93b9fe,0xfb29000cfb784d8da940e00febfed81d,2024-01-02T05:05:12.599890,41.136275,USDC
0x06f2273ae21a4e2985e74e8f403cebb8,0x4dcd635f7048477ab3bfc0a0476f61ab,2024-01-02T05:55:38.718478,47.639988,DAI
0x4fd7687a3894479ea5ec37727b9e6e67,0x2242350b519044b881181d7798bdf469,2024-01-02T07:00:05.558526,20.141345,DAI
0x2242350b519044b881181d7798bdf469,0xc33c83a9e3354309a74f71ea0081936f,2024-01-02T07:21:18.033745,8.32273,USDC
0xfc6892e8e39043a3a6fab94482a0e5bf,0xd20c57c90dfb405f9bde9b76e7f07f5d,2024-01-02T07:53:19.256071,38.883946,USDT
0x5f13868b9851438581e7fc4f6dddf3db,0x91330821a7254b66a636815228841bad,2024-01-02T08:33:19.237842,45.69383,USDT
0x641357c3ab674cce8f52803a07313b92,0xdb3cf17bd7284d9a9eb4db508633a39c,2024-01-02T09:57:12.922201,10.375576,USDC
0x3bdeb61825c04599b808b113ba8faf24,0xdb59d942e34b424aa61921c66f8c91d3,2024-01-02T10:26:23.713865,4.048946,ETH
0x6a6540e9d83241eea3e1b558c861c81c,0x9d4e302f087c4fd2a4be364e6abbcbc7,2024-01-02T11:12:54.017543,13.092525,ETH
0xcc770009743f45489db86c4e6b084294,0x8b7e811ef1b7424d8c7beb7e69d19236,2024-01-02T13:47:27.071900,48.694736,DAI
0x65a86d762f3b4de48409206508393112,0xc0755f039ad24aa28890d8852ae9cebf,2024-01-02T14:25:02.825149,45.633618,USDT
0x6e83595b839d4b3f91882e60576384dd,0xd0f30b3d0a4a4b74a53cbc9cde3009fd,2024-01-02T14:57:27.628596,41.708122,BTC
0x6bd884f83ba74b8d90fef5349a127be6,0xcb543f214a7d477481ff32f9e03f3d19,2024-01-02T15:14:23.470039,12.679013,BTC
0x0a0d2c1cae6f462f9c845bab8757c1a4,0xa3aff4f412b34d56ad1e105336b31374,2024-01-02T16:52:06.588019,1.991533,USDT
0x1149746ae3a743f493680df128655e31,0x52357858227842a0a54480890695883b,2024-01-02T18:02:45.840821,19.493021,USDT
0xd81fc001abbe4fcf832edc9dcebfb376,0x953a268f519c4129adb2752841660d29,2024-01-02T18:41:28.052765,16.952039,USDT
0x7cca8cfd25044a44a6fb86001c959286,0xd2bffb44d7284cfe9c359fbdeff8ea09,2024-01-02T19:15:52.043282,6.243322,DAI
0x44b946dc1b9841caaa1bbaacba399715,0x438c1528900d493abf9ed9e578bba4a1,2024-01-02T20:35:46.992844,24.497303,BTC
0x06999e8194bd4bc88767046568ef43ee,0xc1e77cac9cda47c0976f23ac7a587216,2024-01-02T20:42:33.349600,34.328666,BTC
0x1df49126627940c7b871ee93143d5e78,0xaba325883998486d8c83b8e13ff1276c,2024-01-02T21:09:11.142406,32.772849,BTC
0x30ae3ad3e2644523889427e371d8ef7f,0x5e336fbab82d41579e4199bacd62bf23,2024-01-02T21:21:13.595026,24.742664,DAI
0x09610dedd64e47e09548e82c21791236,0x1f0122da2dde4b959e5be7aaaabc8d4f,2024-01-02T22:07:29.557946,13.316127,USDC
0xc31143a5b3764b7dab81a5550e104286,0xa804de9619b046bb8a9a3f75441aaaf9,2024-01-02T22:45:11.993278,7.91766,USDT
0xc3847a0157f7436f8bed02bb362f427c,0x0766c7d1dff842ec8398091e4714e5e0,2024-01-02T23:01:12.071056,49.732893,ETH
0x8154407457ad4405bff9532124599983,0x0e9e8689178242449b406383aa6615ee,2024-01-03T00:15:00.381979,27.972917,USDC
0xcc770009743f45489db86c4e6b084294,0x2d5763f52d9e4612a3168033c47d37d9,2024-01-03T00:45:01.660040,9.014467,DAI
0xd81fc001abbe4fcf832edc9dcebfb376,0x1a0afda1919d43269bc41bc53d6ab747,2024-01-03T00:55:45.162880,36.596602,DAI
0x1149746ae3a743f493680df128655e31,0xc377a3e3d3a84f61a0c4b1ac11a0a8c6,2024-01-03T01:28:30.536185,9.626032,ETH
0x0f127d2f72b04c8ca501caa73ce4d1af,0x041f048bd1f54d109b01682044d3547f,2024-01-03T01:32:17.114385,6.684926,USDC
0x0e9e8689178242449b406383aa6615ee,0x1a0afda1919d43269bc41bc53d6ab747,2024-01-03T02:42:53.353315,29.405651,BTC
0x6a6540e9d83241eea3e1b558c861c81c,0x9e3658ed555f457bb8d3caafaf1c5320,2024-01-03T02:51:19.929506,11.878373,ETH
0x9153b67ba8af42cdb869d7aa51c96592,0x7b49a5feb67b4496b87b83675b169b08,2024-01-03T03:29:02.789805,14.650161,DAI
0x3d22d52286ef415d91783da5b06c6120,0x41e743a63eca46c18a582b90f71bf470,2024-01-03T04:04:16.427768,43.562364,BTC
0x6a6540e9d83241eea3e1b558c861c81c,0xf04e908f161846ecac86ed53b5fbe195,2024-01-03T07:15:45.886430,45.416099,USDC
0x240a4198b1c64ff180114d7cda0492c0,0xa20f45dff92f44d99c51d8b62dfef2fe,2024-01-03T07:35:41.143969,44.95476,ETH
0xbe6375cfe6774219a96e3459462a9276,0x130374b0e52b4181a5aa6ae2a22a6006,2024-01-03T08:19:23.418510,0.120186,USDC
0x0dd44b5f364f49749c9c9c106042e52f,0xd2bffb44d7284cfe9c359fbdeff8ea09,2024-01-03T08:28:16.053302,1.877366,DAI
0x9cc24bca4ccb40fba091169667264715,0xeaf8a6ec92b6400b83838e7ecddc42a8,2024-01-03T10:03:35.138159,23.284137,USDC
0xa393554954f74b2c8e60e3408c4df69c,0x360dda9b55f64f12bfa9435ccbb6cfb9,2024-01-03T10:31:20.496280,30.018486,ETH
0x72cbf6cbcad7464e98ffbff794f25f60,0xf3ca1942df3e4815aba3032aae11faf6,2024-01-03T11:18:57.676020,10.694217,BTC
0x54362189e6db4f4ca2548e2ca228bbca,0x8dd4d7022fde4f01b7ef969fe97b9986,2024-01-03T11:30:32.408157,27.791178,DAI
0x5eee960ddb8044038c5f4ff04d0d6e3c,0x81b0ef2b614e403684a05355e8b29bf8,2024-01-03T11:57:14.102858,40.982713,BTC
0x334f99ccaea9488c9f861deab9fd9d78,0xeaa7cf5efba74a3aa78427ae74d9a25f,2024-01-03T12:25:34.889266,12.532159,DAI
0x9153b67ba8af42cdb869d7aa51c96592,0x2122ea5a9cdc494ba02c8e9dca0a540e,2024-01-03T14:04:08.017582,23.783092,ETH
0x73d623a4e9d342e28ee7fd92b07c0da2,0x8ca7b72bcfb44f5da8e16b7846cf9e56,2024-01-03T14:16:59.507910,47.333598,ETH
0x161ffeca952c4e10be43ba2dd6e45a18,0xf3f6b44e242a4095a57e175eaa7bf11b,2024-01-03T15:21:01.686696,8.661901,ETH
0x7122a20ea81f4388a9a61706b1ed2fba,0x2d5763f52d9e4612a3168033c47d37d9,2024-01-03T17:58:26.818952,37.526384,DAI
0x438c1528900d493abf9ed9e578bba4a1,0x09610dedd64e47e09548e82c21791236,2024-01-03T18:40:23.506320,43.608948,BTC
0xbebd122792804058b07871515cedcfc1,0x55c9ccdd9bda46428420804ce2342657,2024-01-03T18:58:10.303566,6.468292,DAI
0x2122ea5a9cdc494ba02c8e9dca0a540e,0xe8b587951cc649a2864b9e87f843e89c,2024-01-03T19:44:08.537743,34.009853,USDC
0x8d85fbc2e594452a857a91692c75b908,0x55c9ccdd9bda46428420804ce2342657,2024-01-03T19:52:01.258734,17.379017,USDC
0xf1ea85a670dc4d33a35f738bac0b3fed,0xb2a66fb2073544bd8ac667d650439016,2024-01-03T20:15:29.230965,33.108987,USDC
0x4fd7687a3894479ea5ec37727b9e6e67,0xeddb0f40f74a4161bd25fe29b726d28b,2024-01-03T20:28:04.496332,7.102855,BTC
0x2dc6fcd682754468af113de394a65d4e,0xc9f85d10c2b947669a9489e425137cae,2024-01-03T20:52:50.532658,1.774225,USDT
0x57ca6931a44d4516bd78e9cec8c201ca,0xc2e1a9a2d9be4b959192916fb13fb9eb,2024-01-03T23:02:20.565370,16.55829,USDC
0x7495fba4c34d4cb5949edf51eb5e2dfc,0x8e590ad97bd94d95aaa57875eacd4140,2024-01-04T00:08:09.665883,44.337212,USDC
0xbe6375cfe6774219a96e3459462a9276,0x7e7f200c7e7a49bfb10e211530ed5ddd,2024-01-04T02:10:36.767108,27.226556,BTC
0x76bdefd2a6884e1d98255c6ee5e53d51,0x54362189e6db4f4ca2548e2ca228bbca,2024-01-04T02:11:52.529645,3.054555,BTC
0xd55c8d598cfc484f980efbbd82b28cd4,0xe17b5221a1ac471b8f4a77dbc1cae0fc,2024-01-04T03:20:26.525918,31.774995,USDT
0x130374b0e52b4181a5aa6ae2a22a6006,0x9dee187440454601872be3482b50ebe8,2024-01-04T04:14:04.015839,11.554856,BTC
0x81572984dcc249c5bc3bd6911316a02e,0x9f42d54f1b8c44518643ab2a9484e22c,2024-01-04T05:03:33.698657,24.50754,BTC
0x22587153e8fd42f1b1f29558e5188454,0x82feff40be2e483e9f921e04b1711e85,2024-01-04T06:59:05.752022,37.58517,BTC
0x55fd995256fc4ac8bb7619778a8fdd6e,0x2dc6fcd682754468af113de394a65d4e,2024-01-04T08:50:21.481750,41.063222,USDT
0xa6b8be4a69ae4055844997223b1ac7e1,0x9f646dd73df24c1fbd19587909920369,2024-01-04T08:56:49.628391,3.342684,USDT
0xbf307b07e76843a08381071d43a4f3fe,0x9824bdad2e494917a4a5a0c548c263e8,2024-01-04T10:20:26.836657,27.084411,ETH
0xfed805b311154729bb92ce7e4237af4a,0x08b499db60cc46bb92b6e7a366e54b98,2024-01-04T11:56:17.927931,1.329595,BTC
0x907edc98e0ec424e90decbfcfb815d46,0x7446b239414b4765a9d4102805526b40,2024-01-04T12:08:03.724156,32.018339,BTC
0xb9ce2056444c4770aa4d0b709d4f5de8,0x38763a4a58f34126932fcc8bef4a07ea,2024-01-04T12:39:46.311049,19.167141,USDT
0x6ae7173efd4d478f9b42a806b7e13999,0xf42e747fc11d445db3b2b409849731de,2024-01-04T13:39:33.248151,21.054652,BTC
0xc2e1a9a2d9be4b959192916fb13fb9eb,0xbd44896933ce4bf6a06f029e56995332,2024-01-04T14:31:14.086981,30.455731,USDC
0x8216f9f57044486798a722fb4bd68d4d,0xd60ae070c62f4c10b087ab1df46abd14,2024-01-04T16:21:32.937350,19.75472,ETH
0x5f44d3d917984a37ad5aab28ffda7877,0x803232b3ce9e4ca28ba4498510b73d1e,2024-01-04T17:47:26.297117,28.927517,USDT
0x5f13868b9851438581e7fc4f6dddf3db,0x75d9b4d99d7b45288e818af3dc93b9fe,2024-01-04T18:23:29.374332,22.01036,BTC
0x5253be9c97e14b018f61307c95762ea8,0x9e3658ed555f457bb8d3caafaf1c5320,2024-01-04T18:34:35.767916,30.666649,ETH
0xa7c926c19d7447e790044fc46a842fcf,0x78e553f5335e45f5bcf591cfccfc1935,2024-01-04T19:09:54.624935,25.73766,DAI
0xa754cd3f19904df2bc68ce3d4111382e,0x4f343a63d55742da849de9497eb9061f,2024-01-04T19:15:27.448677,30.294722,DAI
0x4fb34292101c4b179f5f9092a1314d85,0x2242350b519044b881181d7798bdf469,2024-01-04T20:35:33.998420,16.446967,BTC
0x60fb16dc789f433fb8528bb3fac22443,0x72faca4a665c47a58a3739033de615e2,2024-01-04T21:37:51.208982,12.791833,ETH
0x0a0d2c1cae6f462f9c845bab8757c1a4,0x3d22d52286ef415d91783da5b06c6120,2024-01-04T21:52:52.642042,43.008346,ETH
0xfc6892e8e39043a3a6fab94482a0e5bf,0x412e6412d4e746cd8b862e28add55fc4,2024-01-05T01:03:06.629106,42.579992,ETH
0x7975d203a3574da5bcff12a946ce7894,0x000a82bda8a74101a0c400da69d37149,2024-01-05T01:58:16.197503,42.121356,USDC
0xf1ea85a670dc4d33a35f738bac0b3fed,0xac1b84b29dcb4a1698edc45d4784892b,2024-01-05T03:28:02.415890,20.915889,ETH
0x3208beda94fe4d9ba2b6f4193cb67ee7,0x6a189b9800ad415eab757a61314d885d,2024-01-05T04:08:21.532693,4.135482,USDT
0xf42e747fc11d445db3b2b409849731de,0x3477702f4a024940a87eef93a825ab63,2024-01-05T04:12:19.966876,42.011989,DAI
0x73d623a4e9d342e28ee7fd92b07c0da2,0xfed805b311154729bb92ce7e4237af4a,2024-01-05T04:48:20.296446,16.111001,ETH
0xa754cd3f19904df2bc68ce3d4111382e,0x236f05514c3e42b2aadfa946215809f6,2024-01-05T08:50:05.664003,15.743174,USDC
0x72faca4a665c47a58a3739033de615e2,0x8ca7b72bcfb44f5da8e16b7846cf9e56,2024-01-05T09:38:28.332402,29.950103,DAI
0x234df0d7ee874ec6a36ee1bc070cd824,0xe37f4e3d866240beaf7079efc9004bd2,2024-01-05T09:39:05.909882,40.701206,ETH
0x6ef5fcea46544a76891bfbc958f36ef0,0xe9fcfde22b59432d98122c171b1ace22,2024-01-05T09:50:05.496371,15.693153,BTC
0x064da7fe62a94821a14df5defe63eefa,0x7a47aeaae4e1460a9d2a4242464c111a,2024-01-05T11:09:54.642936,17.585348,USDT
0x5253be9c97e14b018f61307c95762ea8,0x1a0afda1919d43269bc41bc53d6ab747,2024-01-05T11:29:02.591060,15.94333,ETH
0xb04dcae6156d499ea2b5a0a2ca5bbd51,0xad185c1ccaec49e695f1387a4035964e,2024-01-05T13:06:49.753248,12.425185,ETH
0xa7c926c19d7447e790044fc46a842fcf,0xcf8ee949aca34cf8b6ba014428a830ce,2024-01-05T13:36:52.497073,41.216025,ETH
0x22587153e8fd42f1b1f29558e5188454,0x7b4a85665e314a8cae98cf86363bada4,2024-01-05T14:30:06.175824,43.155038,BTC
0x8382f7e9a3d64a389556719224250a90,0x3d5486145b774de18e1822c71bbd8858,2024-01-05T15:36:29.858350,23.248471,USDT
0x02fe9415c39743df82284736057a0019,0x67e405da7d3c4ada85ad7aba77e7fb72,2024-01-05T15:51:27.446690,33.974379,USDT
0xc4e439569fba4031b61018fb48dab623,0x15b66954fd7d469a8dd76b20e132f78b,2024-01-05T17:19:47.012176,8.110014,ETH
0x1a0afda1919d43269bc41bc53d6ab747,0x6d21d1299d774e41a539ede7261ca68d,2024-01-05T18:04:15.680293,35.580737,USDC
0x9ce0be917d904d2e86c8044c7007b4be,0xa5f620d9a7b94905a5ba694fc8d5360f,2024-01-05T22:39:50.621725,14.098207,USDC
0x15db67603a36475488c33b36a63f2ca6,0xf2ca60bb89f14e248be089da89ad9df0,2024-01-05T23:01:23.067492,4.141473,USDC
0xf22a71cdf2c04a60b317c6b243dad9d8,0xcf9741a00c884c7faf6fc218e6ac2c43,2024-01-05T23:55:28.955601,30.345953,USDC
0x5e75ff636d4646b7a1ff9faa4b5dc8b7,0x234df0d7ee874ec6a36ee1bc070cd824,2024-01-06T00:13:40.096807,33.598016,BTC
0x85b5dc6c8f254a58b8680a8767be6675,0xf8fee78a8b834facb9b4e9f4b728e51e,2024-01-06T00:24:01.110843,37.284277,USDC
0xe37f4e3d866240beaf7079efc9004bd2,0x6e9efcc16706411bbb6708904572b816,2024-01-06T00:59:11.301673,44.35063,USDT
0x133a95257b124cd2a16eb4e1545b89b6,0x2d25ced22233481db10a572373c31f4d,2024-01-06T04:28:48.532570,27.176108,DAI
0x644db6f1f6ae45d78676824dcdd46eb2,0x312123217017485c9103baa2de327e54,2024-01-06T05:08:58.986104,48.624045,DAI
0x7579f44900604e3b880882ae765691b1,0x35088ba0e5ad4b8e81be855c9ab95aac,2024-01-06T06:37:21.187692,3.76935,ETH
0x41e743a63eca46c18a582b90f71bf470,0xf8cc21532ab14970a5daddb91dc190b2,2024-01-06T06:42:03.627962,19.304105,BTC
0xd20c57c90dfb405f9bde9b76e7f07f5d,0xf2d52eb54a6448529a55ce24ba1a9524,2024-01-06T06:54:22.255200,44.551237,ETH
0xd6030788bb4a4d00a7c48af39b92a863,0x5e66867e87ab42f881354dd689e81f9e,2024-01-06T08:11:29.696785,15.859083,ETH
0x5deecfddc00b4709a1b282e8faf3b964,0xe94a76f02ad543bbbf001deef73f33f3,2024-01-06T08:36:07.473697,6.110294,ETH
0x8ada9d29489b4d0d9afcfc6c82b5376d,0xf472e4eae0894e44b0a8790497353ef5,2024-01-06T08:51:41.401809,32.267009,ETH
0x12e32701948a418ea609bffbf7d2f4eb,0x78e553f5335e45f5bcf591cfccfc1935,2024-01-06T09:23:34.195267,34.993393,USDC
0x153d7b3c6a984411a5712a39baecfc99,0xbf3df015a1df48f1b8661df74763fe46,2024-01-06T10:20:02.363832,15.334868,DAI
0x337c36038f524993bdf1d482fd640b06,0xd2bffb44d7284cfe9c359fbdeff8ea09,2024-01-06T11:01:32.201168,22.477068,ETH
0xc8b0a4d97aca4f7f8c3ac74e42ed9ba9,0x75d9b4d99d7b45288e818af3dc93b9fe,2024-01-06T11:19:37.731188,12.506319,DAI
0x700b6900bded4f2fa5957d75d5dc45ff,0x3f5d10c852f347aabecafaccb138f3ba,2024-01-06T12:43:24.077074,8.237512,USDT
0xb3f7492392f9487db5e9a855383afef6,0x337c36038f524993bdf1d482fd640b06,2024-01-06T12:45:39.056645,8.684996,ETH
0xfd166f3e9d89408cabfceb5eb57c0771,0x9e2afee3ecc2420ebfc8b0a03723b5d5,2024-01-06T15:23:51.143072,4.381497,USDT
0x1dd2728e4ca24bc18f4395d146361267,0x67e405da7d3c4ada85ad7aba77e7fb72,2024-01-06T17:18:48.702088,42.637279,ETH
0x73005d1a81bf493cbeff836d59c24457,0x953a268f519c4129adb2752841660d29,2024-01-06T18:01:10.209341,4.494827,DAI
0xaf87c7a90caa45459cac39a9559ce37c,0x4397323039a44b1e8cd6253a8844801c,2024-01-06T19:22:00.286766,19.714163,ETH
0xab0dc743ec504903b5adc781a0844abf,0xcc770009743f45489db86c4e6b084294,2024-01-06T20:11:52.087604,15.47143,USDC
0x960771414b92467798bbbab9b512cafb,0x8dd4d7022fde4f01b7ef969fe97b9986,2024-01-06T20:20:44.425359,38.696989,USDT
0xe4763e4bcc444e5fb9131620dadae3c3,0x5f02fa4f02a4477abd7f848b185aa0da,2024-01-06T20:22:20.300631,9.857778,BTC
0xf472e4eae0894e44b0a8790497353ef5,0x6a189b9800ad415eab757a61314d885d,2024-01-06T21:03:04.468082,14.038114,DAI
0xe542c6287532416fb7d4a1193cab386a,0x3d22d52286ef415d91783da5b06c6120,2024-01-06T21:14:02.838181,6.599391,ETH
0xc377a3e3d3a84f61a0c4b1ac11a0a8c6,0x6a6540e9d83241eea3e1b558c861c81c,2024-01-06T21:15:52.927258,2.487126,DAI
0x5e66867e87ab42f881354dd689e81f9e,0xbe6375cfe6774219a96e3459462a9276,2024-01-07T01:36:47.366520,5.978235,USDC
0xcc770009743f45489db86c4e6b084294,0x7975d203a3574da5bcff12a946ce7894,2024-01-07T01:51:38.181671,1.58467,USDT
0x2d5763f52d9e4612a3168033c47d37d9,0x488353f719d94e03b905916ef9bcd857,2024-01-07T04:03:05.651411,10.028958,DAI
0x6865423703f445adb3b7280d519803f3,0x1dd2728e4ca24bc18f4395d146361267,2024-01-07T04:45:51.277370,0.909288,BTC
0x5e75ff636d4646b7a1ff9faa4b5dc8b7,0x8ee59906bccc43bb893f50461c10a8f0,2024-01-07T05:29:13.390762,31.528582,BTC
0x6e83595b839d4b3f91882e60576384dd,0x8b7e811ef1b7424d8c7beb7e69d19236,2024-01-07T06:47:26.389302,19.321715,DAI
0xd2bb82359a654c5782b1264344c0de2b,0x9e618fcb43a1488eb027f1f6308ca161,2024-01-07T10:35:17.143222,1.467475,USDT
0x3bdeb61825c04599b808b113ba8faf24,0xa6b8be4a69ae4055844997223b1ac7e1,2024-01-07T11:39:33.137263,44.436211,BTC
0xfd01e2255bfc430ead51a29f74e64724,0x321ded88394a4c6f87e2bbeff4fc7d57,2024-01-07T12:11:25.015129,18.946311,USDC
0x26383a2d25d24b26972bd2ed062cdf79,0x8b7e811ef1b7424d8c7beb7e69d19236,2024-01-07T12:19:02.244162,20.900677,USDT
0xf9e9bb9ae50448c2abc238b2e3b8c069,0x41e743a63eca46c18a582b90f71bf470,2024-01-07T12:38:55.555548,9.648314,USDT
0x9f9e3e67693f4ed6a2b5e1304aac60b6,0xa3db35698c4e4630ba0cd01e1fc7e6e3,2024-01-07T13:17:07.724214,3.291579,ETH
0xafa5f37e5e694725981a9bb23116e22a,0x960771414b92467798bbbab9b512cafb,2024-01-07T13:29:39.775835,26.138821,ETH
0x92456e2cf25f4d0da38a9ed21ef38da2,0x5e336fbab82d41579e4199bacd62bf23,2024-01-07T15:33:30.637674,49.450537,USDC
0xbf441c25c17e4750bbf74f94dae53cfe,0x488353f719d94e03b905916ef9bcd857,2024-01-07T15:43:57.961829,3.226995,USDT
0x39330bbdfa1749ffa3638b671f8b92b9,0x72efab4523934da19770490c6ccaeb91,2024-01-07T17:40:49.404736,45.115918,DAI
0x9d4e302f087c4fd2a4be364e6abbcbc7,0xd81fc001abbe4fcf832edc9dcebfb376,2024-01-07T18:33:09.725015,2.032572,DAI
0xef9e7019878a42bea88d85fbce958e50,0x7fa3b44af1754f03afec0ef29f9b41fd,2024-01-07T19:46:44.208848,9.600491,BTC
0x9ae9e556753d4a3aa4fa0047a7ac581b,0x32c756b0716e412f83ba87adc4237a03,2024-01-07T20:30:33.876321,38.955721,USDT
0x7f9bc9dfa9194a4eb179303f81876ebf,0x67e405da7d3c4ada85ad7aba77e7fb72,2024-01-07T20:44:37.104916,21.984064,DAI
0x21d70fef4f7c4ea5be478fb8877fbf79,0xe784d02e17bc42e5832eacc4d78551b8,2024-01-07T22:45:43.408188,39.919562,BTC
0x915d1e8b6205472fb041dc780dc0b178,0xf2ca60bb89f14e248be089da89ad9df0,2024-01-07T23:15:35.757269,40.991359,USDC
0xd7385be69b7e4ad2941d0647017cf9c8,0xdb3cf17bd7284d9a9eb4db508633a39c,2024-01-07T23:47:20.460294,30.854101,USDC
0x33e40915a66f4e1ba8427a52c330ee0b,0x3d961050fd4748e08778f4c8c17add5f,2024-01-07T23:47:43.053830,11.038973,USDC
0x8216f9f57044486798a722fb4bd68d4d,0xb6908aeaebc540c1ad9054d138bb3ec3,2024-01-08T03:20:49.598923,35.377748,USDT
0x04ff322cd08e4ed9868cb9b056a5b671,0x6ae7173efd4d478f9b42a806b7e13999,2024-01-08T05:00:39.603873,33.541256,USDT
0x65347b621476416197da09cebf6d9e57,0x81e2ef0a6186410aa9b87ad68cec817d,2024-01-08T05:18:08.182127,8.510099,ETH
0x3e30bad758374ae4ac0af63cbc3e854a,0xbf307b07e76843a08381071d43a4f3fe,2024-01-08T05:33:45.412010,17.325007,BTC
0x493f46cfa95041d7bb1bc15971a1c43e,0xe9a245a632444c75bee050b51ebb8194,2024-01-08T07:04:18.551051,10.656446,ETH
0x8f5a08eb7ea44c4995dee9222b95609d,0xaba325883998486d8c83b8e13ff1276c,2024-01-08T07:44:24.947256,45.849226,DAI
0x5fc798c095cc4defa9b2185c29962195,0x011741399de545d091b87253a42962f0,2024-01-08T09:06:24.833580,23.087326,BTC
0xc04f78539f0145e3bff6e202fb963d94,0x3d22d52286ef415d91783da5b06c6120,2024-01-08T09:17:06.948013,21.670314,USDC
0x7a47aeaae4e1460a9d2a4242464c111a,0xf624858bdbfd45668f7850efc70010c2,2024-01-08T10:04:47.232823,4.903064,USDT
0x1b55c150454a4b26bc53f9019fb07dfd,0xbf441c25c17e4750bbf74f94dae53cfe,2024-01-08T13:20:41.046065,11.080748,DAI
0xd81fc001abbe4fcf832edc9dcebfb376,0x3d22d52286ef415d91783da5b06c6120,2024-01-08T13:39:42.699873,14.227568,ETH
0x8ee59906bccc43bb893f50461c10a8f0,0xdd769e067d44496d81f09f6d3aa0ff21,2024-01-08T14:04:18.768483,15.776199,DAI
0x3da23342497d443794fc0fe8da633581,0xa679e48eb97645ecb940e633769d2bcb,2024-01-08T15:58:53.305262,17.09921,ETH
0x234df0d7ee874ec6a36ee1bc070cd824,0xe9a245a632444c75bee050b51ebb8194,2024-01-08T16:28:01.505370,36.485247,USDC
0xab99c612211d4cf2a7514498936e4e90,0x155eb5c53983439aabdbaeb1a6654fd8,2024-01-08T17:03:18.202820,47.321433,USDC
0x15db67603a36475488c33b36a63f2ca6,0xd06b00e59bed4834841aa0fb588d9d2d,2024-01-08T17:06:36.323896,16.855638,USDT
